ID,Interchange Type,Highway Name,Mile Marker,User Responsible,Status,Audited/Verified By,Permalink,Additional Comments
IC_S212_0,Interchange,IN-212,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69822705070553&lon=-86.82806443068478&zoom=5,
IC_S22_46,Interchange,IN-22,46,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.480503881991794&lon=-85.54894255196685&zoom=5,
IC_S227_15,Interchange,IN-227,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.867523450302464&lon=-84.86030602606186&zoom=5,
IC_S229_12,Interchange,IN-229,12,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.308049547250036&lon=-85.21657690695312&zoom=5,
IC_S23_36,Interchange,IN-23,36,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.64104244752938&lon=-86.29765866665534&zoom=5,
IC_S23_39,Interchange,IN-23,39,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.66663113914849&lon=-86.23841523681408&zoom=5,
IC_S237_30,Interchange,IN-237,30,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.2413345053532&lon=-86.4682348630039&zoom=5,
IC_S243_5,Interchange,IN-243,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.52628953586759&lon=-86.87662712749977&zoom=5,
IC_S244_0,Interchange,IN-244,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.49718776927676&lon=-85.69413559696098&zoom=5,
IC_S249_2,Interchange,IN-249,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.61936715174449&lon=-87.1555590673512&zoom=5,
IC_S25_5,Interchange,IN-25,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.10421433658394&lon=-87.06846005377808&zoom=5,
IC_S25_40,Interchange,IN-25,40,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.45593739042388&lon=-86.8474005679032&zoom=5,
IC_S25_53,Interchange,IN-25,53,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.567378738799746&lon=-86.65847853497854&zoom=5,
IC_S25_71,Interchange,IN-25,71,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.72776323617813&lon=-86.3834798906793&zoom=5,
IC_S25_95,Interchange,IN-25,95,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.04606240645358&lon=-86.21947701224941&zoom=5,
IC_S250_13,Interchange,IN-250,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.8432178268986&lon=-85.81506343901859&zoom=5,
IC_S252_0,Interchange,IN-252,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.42539229132742&lon=-86.40157538122062&zoom=5,
IC_S252_30,Interchange,IN-252,30,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36218485145043&lon=-85.94229986627&zoom=5,
IC_S256_6,Interchange,IN-256,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.74077369637395&lon=-85.81837258330373&zoom=5,
IC_S26_40,Interchange,IN-26,40,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.4175412864461&lon=-86.82056932024621&zoom=5,
IC_S26_78,Interchange,IN-26,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.41926584172093&lon=-86.09212671607563&zoom=5,
IC_S26_107,Interchange,IN-26,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.422943463060314&lon=-85.549322844403&zoom=5,
IC_S267_28,Interchange,IN-267,28,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.9811133147922&lon=-86.39518421194363&zoom=5,
IC_S267_5_FMR,Abandoned/Duplicate,IN-267,5 (FMR),,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=39.667910611881666&lon=-86.3707196199878&zoom=5,
IC_S28_51,Interchange,IN-28,51,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.2619632855894&lon=-86.65518814554707&zoom=5,
IC_S28_79,Interchange,IN-28,79,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.27504050072744&lon=-86.1269162687204&zoom=5,
IC_S28_109,Interchange,IN-28,109,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.27678271593581&lon=-85.55779183966304&zoom=5,
IC_S29_31,Interchange,IN-29,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.72776323617813&lon=-86.3834798906793&zoom=5,
IC_S3_73,Interchange,IN-3,73,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36223830649081&lon=-85.47947960168075&zoom=5,
IC_S3_109,Interchange,IN-3,109,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85326929356761&lon=-85.41295090796417&zoom=5,
IC_S3_120,Interchange,IN-3,120,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.004467040893466&lon=-85.3777984920355&zoom=5,
IC_S3_130,Interchange,IN-3,130,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.14658844371715&lon=-85.36711539450165&zoom=5,
IC_S3_131,Interchange,IN-3,131,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.16034228688191&lon=-85.3532438462486&zoom=5,
IC_S3_133,Interchange,IN-3,133,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.178400309143775&lon=-85.33634340250254&zoom=5,
IC_S3_134,Interchange,IN-3,134,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.192875163981796&lon=-85.33615124455949&zoom=5,
IC_S3_138,Interchange,IN-3,138,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.244660534143925&lon=-85.36619129570728&zoom=5,
IC_S3_179,Interchange,IN-3,179,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.12924705785722&lon=-85.15804865819322&zoom=5,
IC_S312_5,Interchange,IN-312,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62880873301569&lon=-87.43231605106071&zoom=5,
IC_S32_42,Interchange,IN-32,42,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.047024289625156&lon=-86.81221935150232&zoom=5,
IC_S32_59,Interchange,IN-32,59,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.04649922626386&lon=-86.48905175728675&zoom=5,
IC_S32_78,Interchange,IN-32,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.04258951478176&lon=-86.13586459746543&zoom=5,
IC_S32_112,Interchange,IN-32,112,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.11380332337583&lon=-85.56866823998695&zoom=5,
IC_S32_147,Interchange,IN-32,147,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.17209443412051&lon=-84.96676801990908&zoom=5,
IC_S331_10,Interchange,IN-331,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.313075409193836&lon=-86.1163911894588&zoom=5,
IC_S331_22,Interchange,IN-331,22,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.46070137555882&lon=-86.15625941829973&zoom=5,
IC_S331_33,Interchange,IN-331,33,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62439926424344&lon=-86.1767251619042&zoom=5,
IC_S331_34,Interchange,IN-331,34,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62422834190604&lon=-86.13804750014961&zoom=5,
IC_S332_0,Interchange,IN-332,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.218940319971516&lon=-85.56033410835151&zoom=5,
IC_S37_22,Interchange,IN-37,22,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.225978968550095&lon=-86.59153289510209&zoom=5,
IC_S37_38,Interchange,IN-37,38,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.3416365887908&lon=-86.46701969253994&zoom=5,
IC_S37_76,Interchange,IN-37,76,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.82877612949995&lon=-86.50565545807426&zoom=5,
IC_S37_90,Interchange,IN-37,90,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.02004067904478&lon=-86.53632732669502&zoom=5,
IC_S37_96,Interchange,IN-37,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.10783400565741&lon=-86.55902411210056&zoom=5,
IC_S37_99 FMR,Interchange,IN-37,99,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.14750507879118&lon=-86.57295901262557&zoom=5,
IC_S37_101 FMR,Interchange,IN-37,101,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.16452646434572&lon=-86.57302655414759&zoom=5,
IC_S37_102 FMR,Interchange,IN-37,102,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.18705944181346&lon=-86.55504428445231&zoom=5,
IC_S37_106 FMR,Interchange,IN-37,106,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.23382197123725&lon=-86.54121592948893&zoom=5,
IC_S37_119,Interchange,IN-37,119,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.40298179616362&lon=-86.44584693775727&zoom=5,
IC_S37_145,Interchange,IN-37,145,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.6958152731797&lon=-86.18652848250551&zoom=5,
IC_S37_169,Interchange,IN-37,169,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.97154832887907&lon=-86.00359418474811&zoom=5,
IC_S37_170,Interchange,IN-37,170,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.97886632679577&lon=-86.003678072093&zoom=5,
IC_S37_171,Interchange,IN-37,171,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.98379285042844&lon=-86.00374966981816&zoom=5,
IC_S37_172,Interchange,IN-37,172,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.00084191847193&lon=-86.00399360755169&zoom=5,
IC_S37_221,Interchange,IN-37,221,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.133501998811376&lon=-85.00731547365855&zoom=5,
IC_S38_4,Interchange,IN-38,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.37392549333996&lon=-86.78379833818856&zoom=5,
IC_S38_50,Interchange,IN-38,50,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.09427929120148&lon=-86.12782557534081&zoom=5,
IC_S38_70,Interchange,IN-38,70,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.00488387523527&lon=-85.77241895427946&zoom=5,
IC_S39_31,Interchange,IN-39,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.61336891262239&lon=-86.4800059349946&zoom=5,
IC_S39_52,Interchange,IN-39,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.8912152535118&lon=-86.53851346483266&zoom=5,
IC_S39_63,Interchange,IN-39,63,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.03388612602573&lon=-86.47099586028705&zoom=5,
IC_S4_25,Interchange,IN-4,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.53537559270575&lon=-86.24974214888778&zoom=5,
IC_S4_38,Interchange,IN-4,38,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.52718092143995&lon=-85.05543048108207&zoom=5,
IC_S421_230,Interchange,IN-421,230,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65813702608116&lon=-86.89416921392697&zoom=5,
IC_S43_29,Interchange,IN-43,29,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.49692550132294&lon=-86.86833883527392&zoom=5,
IC_S44_0,Interchange,IN-44,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.431002251633295&lon=-86.39462150022331&zoom=5,
IC_S44_23,Interchange,IN-44,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.48316384866373&lon=-86.01372266010442&zoom=5,
IC_S44_38,Interchange,IN-44,38,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.52614977962699&lon=-85.73633369888309&zoom=5,
IC_S441_0,Interchange,IN-441,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.64825541107224&lon=-87.52761177708942&zoom=5,
IC_S445_2,Interchange,IN-445,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.03400613744375&lon=-86.68898352589426&zoom=5,
IC_S45_19,Interchange,IN-45,19,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.97421182926915&lon=-86.7373594775809&zoom=5,
IC_S45_35,Interchange,IN-45,35,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.14750507879118&lon=-86.57295901262557&zoom=5,
IC_S46_4,Interchange,IN-46,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.41316111632866&lon=-87.33544444787663&zoom=5,
IC_S46_52,Interchange,IN-46,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.18705944181346&lon=-86.55504428445231&zoom=5,
IC_S46_89,Interchange,IN-46,89,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.20027921012809&lon=-85.9579102731161&zoom=5,
IC_S47_48,Interchange,IN-47,48,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.1264992431395&lon=-86.51756005890203&zoom=5,
IC_S48_35,Interchange,IN-48,35,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.16452646434572&lon=-86.57302655414759&zoom=5,
IC_S49_30,Interchange,IN-49,30,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.45365201860067&lon=-87.02668404697964&zoom=5,
IC_S49_31,Interchange,IN-49,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.4694954635219&lon=-87.02158137779148&zoom=5,
IC_S49_33,Interchange,IN-49,33,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.492769961185&lon=-87.02128211264889&zoom=5,
IC_S49_37,Interchange,IN-49,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.54991125375908&lon=-87.04625614731349&zoom=5,
IC_S49_38,Interchange,IN-49,38,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57322358083202&lon=-87.04580541167934&zoom=5,
IC_S49_42,Interchange,IN-49,42,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62451900855315&lon=-87.04557279699223&zoom=5,
IC_S49_43,Interchange,IN-49,43,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.635347267890815&lon=-87.05867811398097&zoom=5,
IC_S49_44,Interchange,IN-49,44,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.643658398198966&lon=-87.06255443816359&zoom=5,
IC_S5_13,Interchange,IN-5,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.667921573458095&lon=-85.49348473158793&zoom=5,
IC_S5_20,Interchange,IN-5,20,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.719802452395676&lon=-85.43676776549364&zoom=5,
IC_S51_9,Interchange,IN-51,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58297386016016&lon=-87.24036268124979&zoom=5,
IC_S53_11,Interchange,IN-53,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.567365734727275&lon=-87.3366601018535&zoom=5,
IC_S56_21,Interchange,IN-56,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.47377745663846&lon=-87.2682423757972&zoom=5,
IC_S56_117,Interchange,IN-56,117,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.68543853889684&lon=-85.78793074730652&zoom=5,
IC_S57_8,Interchange,IN-57,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.138501559489434&lon=-87.4727768296229&zoom=5,
IC_S58_40,Interchange,IN-58,40,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.84571195049072&lon=-87.070236293869&zoom=5,
IC_S58_122,Interchange,IN-58,122,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.13412716632651&lon=-85.95785187499429&zoom=5,
IC_S59_46,Interchange,IN-59,46,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.449235956470616&lon=-87.12638397612159&zoom=5,
IC_S60_60,Interchange,IN-60,60,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.37038828262785&lon=-85.75570640191019&zoom=5,
IC_S61_20,Interchange,IN-61,20,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.1934961300111&lon=-87.29449828242588&zoom=5,
IC_S62_20,Interchange,IN-62,20,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.96687538587722&lon=-87.67696517408332&zoom=5,
IC_S62_24,Interchange,IN-62,24,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97803480699048&lon=-87.60976311480377&zoom=5,
IC_S62_25,Interchange,IN-62,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97758604418942&lon=-87.58119288212339&zoom=5,
IC_S62_27,Interchange,IN-62,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97689657167811&lon=-87.55666763009951&zoom=5,
IC_S62_27,Interchange,IN-62,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5,
IC_S62_32,Interchange,IN-62,32,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.99663794672426&lon=-87.46570813560923&zoom=5,
IC_S62_137,Interchange,IN-62,137,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.28716909038257&lon=-85.91189255142797&zoom=5,
IC_S62_156,Interchange,IN-62,156,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.34384888008927&lon=-85.70625713120037&zoom=5,
IC_S63_33,Interchange,IN-63,33,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.49280139874901&lon=-87.41381954618768&zoom=5,
IC_S63_55,Interchange,IN-63,55,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.79352752336748&lon=-87.40861523307187&zoom=5,
IC_S63_78,Interchange,IN-63,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.12044949835651&lon=-87.45166843082124&zoom=5,
IC_S63_80,Interchange,IN-63,80,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.14188910234395&lon=-87.4466986821095&zoom=5,
IC_S63_96,Interchange,IN-63,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.357039109892305&lon=-87.34932105973029&zoom=5,
IC_S64_10,Interchange,IN-64,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.35545262429141&lon=-87.59828506526425&zoom=5,
IC_S64_21,Interchange,IN-64,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.32670022646555&lon=-87.3965098137649&zoom=5,
IC_S64_76,Interchange,IN-64,76,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.3416365887908&lon=-86.46701969253994&zoom=5,
IC_S64_107,Interchange,IN-64,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.28716909038257&lon=-85.91189255142797&zoom=5,
IC_S641_0,Interchange,IN-641,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36921823932304&lon=-87.38812927830128&zoom=5,
IC_S641_2,Interchange,IN-641,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.398505457375954&lon=-87.37158426601384&zoom=5,
IC_S641_6,Interchange,IN-641,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.430564457573&lon=-87.33289832991392&zoom=5,
IC_S65_11,Interchange,IN-65,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.16176014802893&lon=-87.68435878843889&zoom=5,
IC_S66_26,Interchange,IN-66,26,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.99904858341281&lon=-87.53761425176762&zoom=5,
IC_S66_27,Interchange,IN-66,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5,
IC_S66_28,Interchange,IN-66,28,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97682582193899&lon=-87.5253679286079&zoom=5,
IC_S66_30,Interchange,IN-66,30,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97660993450167&lon=-87.49261830880852&zoom=5,
IC_S66_32,Interchange,IN-66,32,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.976678638680355&lon=-87.45193487943232&zoom=5,
IC_S66_58,Interchange,IN-66,58,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.90907190502648&lon=-87.04063488218704&zoom=5,
IC_S66_132,Interchange,IN-66,132,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.242410781280306&lon=-86.35979054782061&zoom=5,
IC_S662_0,Interchange,IN-662,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.95506135699139&lon=-87.44836908497864&zoom=5,
IC_S67_0,Interchange,IN-67,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.712982821700095&lon=-87.48376346582222&zoom=5,
IC_S67_104,Interchange,IN-67,104,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.701985034577106&lon=-86.26099155843771&zoom=5,
IC_S67_139,Interchange,IN-67,139,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.11380332337583&lon=-85.56866823998695&zoom=5,
IC_S67_147,Interchange,IN-67,147,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.14188764836302&lon=-85.43187419150598&zoom=5,
IC_S67_150,Interchange,IN-67,150,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.14658844371715&lon=-85.36711539450165&zoom=5,
IC_S67_151,Interchange,IN-67,151,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.16034228688191&lon=-85.3532438462486&zoom=5,
IC_S67_153,Interchange,IN-67,153,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.178400309143775&lon=-85.33634340250254&zoom=5,
IC_S67_154,Interchange,IN-67,154,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.192875163981796&lon=-85.33615124455949&zoom=5,
IC_S67_157,Interchange,IN-67,157,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.23912146422665&lon=-85.35660139494865&zoom=5,
IC_S68_26,Interchange,IN-68,26,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.19455040529324&lon=-87.46731328201605&zoom=5,
IC_S69_35,Interchange,IN-69,35,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.19745001222122&lon=-87.9168248477153&zoom=5,
IC_S75_23,Interchange,IN-75,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.94227759085779&lon=-86.61974587892675&zoom=5,
IC_S8_62,Interchange,IN-8,62,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.36659830769993&lon=-85.08154432494656&zoom=5,
IC_S9_29,Interchange,IN-9,29,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.55082373490561&lon=-85.77559338752442&zoom=5,
IC_S9_48,Interchange,IN-9,48,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.8209157087827&lon=-85.76988045326296&zoom=5,
IC_S9_131,Interchange,IN-9,131,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.90501077818041&lon=-85.48148154942551&zoom=5,
IC_S912_0,Interchange,IN-912,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65627351364391&lon=-87.51594137297131&zoom=5,
IC_S912_1,Interchange,IN-912,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65692301173974&lon=-87.50864759333422&zoom=5,
IC_S912_3,Interchange,IN-912,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.653310482805985&lon=-87.47184507207335&zoom=5,
IC_S912_4,Interchange,IN-912,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65336182478415&lon=-87.44659463111586&zoom=5,
IC_S912_5,Interchange,IN-912,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.64732452402952&lon=-87.4367126328706&zoom=5,
IC_S912_6,Interchange,IN-912,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.63612579308297&lon=-87.4318696512933&zoom=5,
IC_S912_7,Interchange,IN-912,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.61712004063207&lon=-87.43202679261479&zoom=5,
IC_S912_8,Interchange,IN-912,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60356856035555&lon=-87.43268963005855&zoom=5,
IC_S912_9,Interchange,IN-912,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.588099352287344&lon=-87.43288427415725&zoom=5,
IC_S912_10,Interchange,IN-912,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56995783418727&lon=-87.43235287656152&zoom=5,
IC_S930_140,Interchange,IN-930,140,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.1220189041324&lon=-85.18673896289195&zoom=5,
IC_S930_147,Interchange,IN-930,147,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.07322580872259&lon=-85.08760613260112&zoom=5,
IC_S930_152,Interchange,IN-930,152,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.06310200639375&lon=-84.98950834927814&zoom=5,
IC_S931_156,Interchange,IN-931,156,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.395036761163276&lon=-86.12581095712193&zoom=5,
IC_U231_205 FMR,Abandoned/Duplicate,US-231,205,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=40.42589407264781&lon=-86.9019628403094&zoom=5,
IC_U231_206 FMR,Abandoned/Duplicate,US-231,206 (FMR),,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=40.42589407264781&lon=-86.9019628403094&zoom=5,
IC_S931_167,Interchange,IN-931,167,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.54223950323716&lon=-86.12591159430346&zoom=5,
IC_S933_111,Interchange,IN-933,111,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.66663113914849&lon=-86.23841523681408&zoom=5,
IC_S43_24 FMR,Interchange,River Rd,24 (FMR),,Not Started,,https://www.waze.com/editor?env=usa&lat=40.42589407264781&lon=-86.9019628403094&zoom=5,
IC_U12_6,Interchange,US-12,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.63917875946149&lon=-87.4617258187752&zoom=5,
IC_U12_8,Interchange,US-12,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.63612579308297&lon=-87.4318696512933&zoom=5,
IC_U12_9,Interchange,US-12,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62359480723687&lon=-87.43215258180173&zoom=5,
IC_U12_10,Interchange,US-12,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60356856035555&lon=-87.43268963005855&zoom=5,
IC_U12_15,Interchange,US-12,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.597890779232635&lon=-87.30631607073403&zoom=5,
IC_U12_24,Interchange,US-12,24,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.61936715174449&lon=-87.1555590673512&zoom=5,
IC_U12_25,Interchange,US-12,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62058643207445&lon=-87.12136409661456&zoom=5,
IC_U12_29,Interchange,US-12,29,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.643658398198966&lon=-87.06255443816359&zoom=5,
IC_U136_5,Interchange,US-136,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.14188910234395&lon=-87.4466986821095&zoom=5,
IC_U150_69,Interchange,US-150,69,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.712982821700095&lon=-87.48376346582222&zoom=5,
IC_U150_70,Interchange,US-150,70,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.69492371063714&lon=-87.49336719744437&zoom=5,
IC_U150_72,Interchange,US-150,72,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.67853677943992&lon=-87.48776405610833&zoom=5,
IC_U150_172,Interchange,US-150,172,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.303148183932784&lon=-85.89024280531436&zoom=5,
IC_U20_8,Interchange,US-20,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60994004448343&lon=-87.46144554937152&zoom=5,
IC_U20_10,Interchange,US-20,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60356856035555&lon=-87.43268963005855&zoom=5,
IC_U20_15,Interchange,US-20,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.597890779232635&lon=-87.30631607073403&zoom=5,
IC_U20_30,Interchange,US-20,30,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.635347267890815&lon=-87.05867811398097&zoom=5,
