ID,Interchange Type,Highway Name,Mile Marker,User Responsible,Status,Audited/Verified By,Permalink,Additional Comments
RA_I70_2,Rest Area,I-70,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.442270049494184&lon=-87.50402469000655&zoom=5,
IC_I70_3,Interchange,I-70,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.44847828013904&lon=-87.4695923430913&zoom=5,
IC_I70_7,Interchange,I-70,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.43059154392182&lon=-87.41403754924106&zoom=5,
IC_I70_11,Interchange,I-70,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.430564457573&lon=-87.33289832991392&zoom=5,
IC_I70_23,Interchange,I-70,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.449235956470616&lon=-87.12638397612159&zoom=5,
IC_I70_37,Interchange,I-70,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.52628953586759&lon=-86.87662712749977&zoom=5,
IC_I70_41,Interchange,I-70,41,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.532652297780466&lon=-86.80279961765433&zoom=5,
IC_I70_51,Interchange,I-70,51,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.57048401282255&lon=-86.63187100666453&zoom=5,
IC_I70_59,Interchange,I-70,59,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.61336891262239&lon=-86.4800059349946&zoom=5,
RA_I70_64,Rest Area,I-70,64,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.65310072189441&lon=-86.39776154880245&zoom=5,
IC_I70_66,Interchange,I-70,66,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.667910611881666&lon=-86.3707196199878&zoom=5,
IC_I70_68,Interchange,I-70,68,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.68496957995956&lon=-86.3293542329684&zoom=5,
IC_I70_69,Interchange,I-70,69,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.6902300575379&lon=-86.31788734300191&zoom=5,
IC_I70_70,Interchange,I-70,70,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.69592771541534&lon=-86.30192127805861&zoom=5,
IC_I70_71,Interchange,I-70,71,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.70653643647275&lon=-86.28561980408097&zoom=5,
IC_I70_73,Interchange,I-70,73,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.71267116851515&lon=-86.2645938330623&zoom=5,
IC_I70_75,Interchange,I-70,75,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.73129353165767&lon=-86.24222523036528&zoom=5,
IC_I70_77,Interchange,I-70,77,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.752331543342535&lon=-86.22522587147932&zoom=5,
IC_I70_78,Interchange,I-70,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.75538740464389&lon=-86.1875356935934&zoom=5,
IC_I70_79,Interchange,I-70,79,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.75365641420866&lon=-86.16693050769838&zoom=5,
IC_I70_83,Interchange,I-70,83,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.78347351281574&lon=-86.14186605974433&zoom=5,
IC_I70_85,Interchange,I-70,85,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.79746678686414&lon=-86.11691774157595&zoom=5,
IC_I70_87,Interchange,I-70,87,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.80220575820646&lon=-86.08330861427844&zoom=5,
IC_I70_89,Interchange,I-70,89,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.79823470245394&lon=-86.04543649348405&zoom=5,
IC_I70_90,Interchange,I-70,90,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.798873068750446&lon=-86.03495989159912&zoom=5,
SA_I80_90,Travel Plaza,I-70,90,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.732152259690764&lon=-86.00501940574235&zoom=5,
IC_I70_91,Interchange,I-70,91,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.8005727886358&lon=-86.00953418092386&zoom=5,
IC_I70_96,Interchange,I-70,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.81902830524016&lon=-85.91510420371952&zoom=5,
IC_I70_104,Interchange,I-70,104,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.8209157087827&lon=-85.76988045326296&zoom=5,
RA_I70_107,Rest Area,I-70,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.82534341868762&lon=-85.70359211224147&zoom=5,
IC_I70_115,Interchange,I-70,115,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.840158310620616&lon=-85.55475979318528&zoom=5,
IC_I70_123,Interchange,I-70,123,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85326929356761&lon=-85.41295090796417&zoom=5,
IC_I70_131,Interchange,I-70,131,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85197713494834&lon=-85.26284722193476&zoom=5,
IC_I70_137,Interchange,I-70,137,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85291929185368&lon=-85.14445013525895&zoom=5,
RA_I70_143,Rest Area,I-70,143,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85938800243067&lon=-85.02556258837238&zoom=5,
IC_I70_145,Interchange,I-70,145,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.86002437682853&lon=-84.99532569353653&zoom=5,
WS_I70_148,Weigh Station,I-70,148,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.86470873379336&lon=-84.94525511199296&zoom=5,
IC_I70_149,Interchange,I-70,149,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.86732392750837&lon=-84.92618342044867&zoom=5,
IC_I70_151,Interchange,I-70,151,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.872080374260776&lon=-84.88851566215398&zoom=5,
IC_I70_153,Interchange,I-70,153,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.867523450302464&lon=-84.86030602606186&zoom=5,
IC_I70_156,Interchange,I-70,156,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.83319595109652&lon=-84.81712706545561&zoom=5,
IC_I70_80 A,Interchange,I-70,80 A,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.75318863992865&lon=-86.14532453964196&zoom=5,
IC_I70_80 B,Interchange,I-70,80 B,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.75344166223521&lon=-86.15731688174043&zoom=5,
RA_I74_1,Rest Area,I-74,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.11773661001905&lon=-87.50537896635821&zoom=5,
IC_I74_4,Interchange,I-74,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.12044949835651&lon=-87.45166843082124&zoom=5,
IC_I74_8,Interchange,I-74,8,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.12186570920049&lon=-87.38105449439595&zoom=5,
IC_I74_15,Interchange,I-74,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.124149915864955&lon=-87.24302972219483&zoom=5,
IC_I74_25,Interchange,I-74,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.10421433658394&lon=-87.06846005377808&zoom=5,
IC_I74_34,Interchange,I-74,34,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.079518962796016&lon=-86.90437039910047&zoom=5,
IC_I74_39,Interchange,I-74,39,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.047024289625156&lon=-86.81221935150232&zoom=5,
IC_I74_52,Interchange,I-74,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.94227759085779&lon=-86.61974587892675&zoom=5,
RA_I74_57,Rest Area,I-74,57,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.900671215594066&lon=-86.55491160783319&zoom=5,
IC_I74_58,Interchange,I-74,58,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.8912152535118&lon=-86.53851346483266&zoom=5,
IC_I74_61,Interchange,I-74,61,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.87941012716775&lon=-86.47275777386997&zoom=5,
IC_I74_66,Interchange,I-74,66,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.859746959477484&lon=-86.39260510407992&zoom=5,
IC_I74_68,Interchange,I-74,68,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.840728206214166&lon=-86.35557483951465&zoom=5,
IC_I74_73,Interchange,I-74,73,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.806783678061656&lon=-86.2752494382227&zoom=5,
IC_I74_94,Interchange,I-74,94,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.732212479810386&lon=-86.04481302745918&zoom=5,
IC_I74_96,Interchange,I-74,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.7152609827772&lon=-86.00829127750221&zoom=5,
IC_I74_99,Interchange,I-74,99,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.6810088474121&lon=-85.97080983852038&zoom=5,
IC_I74_101,Interchange,I-74,101,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.66166301975263&lon=-85.94321955716197&zoom=5,
IC_I74_103,Interchange,I-74,103,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.64546747030054&lon=-85.91379905298096&zoom=5,
IC_I74_109,Interchange,I-74,109,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.58444016941744&lon=-85.8229967637854&zoom=5,
IC_I74_113,Interchange,I-74,113,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.55082373490561&lon=-85.77559338752442&zoom=5,
IC_I74_116,Interchange,I-74,116,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.52614977962699&lon=-85.73633369888309&zoom=5,
IC_I74_119,Interchange,I-74,119,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.49718776927676&lon=-85.69413559696098&zoom=5,
IC_I74_123,Interchange,I-74,123,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.45309828529302&lon=-85.62931209232732&zoom=5,
IC_I74_132,Interchange,I-74,132,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36240077183593&lon=-85.51501095882064&zoom=5,
IC_I74_134,Interchange,I-74,134,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36223830649081&lon=-85.47947960168075&zoom=5,
IC_I74_143,Interchange,I-74,143,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.316634578974785&lon=-85.32588928518115&zoom=5,
IC_I74_149,Interchange,I-74,149,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.308049547250036&lon=-85.21657690695312&zoom=5,
RA_I74_151,Rest Area,I-74,151,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.28828714136151&lon=-85.16928928834355&zoom=5,
IC_I74_156,Interchange,I-74,156,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.280350122970646&lon=-85.10051077410257&zoom=5,
IC_I74_164,Interchange,I-74,164,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.27842150556749&lon=-84.96043815119226&zoom=5,
IC_I74_169,Interchange,I-74,169,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.27910265634291&lon=-84.86135038853205&zoom=5,
IC_I80_1,Interchange,I-80,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.573950850128476&lon=-87.50911025904144&zoom=5,
IC_I80_2,Interchange,I-80,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57408969106401&lon=-87.4799712216809&zoom=5,
IC_I80_3,Interchange,I-80,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.574003260342195&lon=-87.46152566916435&zoom=5,
IC_I80_5,Interchange,I-80,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56995783418727&lon=-87.43235287656152&zoom=5,
IC_I80_6,Interchange,I-80,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56977459993662&lon=-87.40326141650489&zoom=5,
IC_I80_9,Interchange,I-80,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56893756012218&lon=-87.35607995155239&zoom=5,
IC_I80_10,Interchange,I-80,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.567365734727275&lon=-87.3366601018535&zoom=5,
IC_I80_12,Interchange,I-80,12,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.568866061469166&lon=-87.30081634466825&zoom=5,
IC_I80_13,Interchange,I-80,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57217439400127&lon=-87.28370112994587&zoom=5,
IC_I80_15,Interchange,I-80,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58297386016016&lon=-87.24036268124979&zoom=5,
IC_I80_16,Interchange,I-80,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.5858572944377&lon=-87.23135685689532&zoom=5,
SA_I80_22,Travel Plaza,I-80,22,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.587692909096546&lon=-87.21687507733766&zoom=5,
IC_I80_23,Interchange,I-80,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58017439315086&lon=-87.18313496265074&zoom=5,
IC_I80_31,Interchange,I-80,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57322358083263&lon=-87.04580541014398&zoom=5,
MA_I80_37,Rest Area,I-80,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.586060389453955&lon=-86.92626342919532&zoom=5,
IC_I80_39,Interchange,I-80,39,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.59051551443946&lon=-86.89709494529106&zoom=5,
IC_T90_39,Interchange,I-80,39,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.59051551443946&lon=-86.89709494529106&zoom=5,
IC_I80_49,Interchange,I-80,49,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.663245810808135&lon=-86.73868495236711&zoom=5,
IC_T90_49,Interchange,I-80,49,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.663245810808135&lon=-86.73868495236711&zoom=5,
SA_I80_56,Travel Plaza,I-80,56,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.706312221035674&lon=-86.62222683538246&zoom=5,
IC_I80_72,Interchange,I-80,72,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73027521657553&lon=-86.339516370514&zoom=5,
IC_I80_77,Interchange,I-80,77,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.72246828453099&lon=-86.25042324423913&zoom=5,
IC_I80_83,Interchange,I-80,83,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73018712691216&lon=-86.14467703137929&zoom=5,
IC_I80_92,Interchange,I-80,92,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.7308827264111&lon=-85.97359572072938&zoom=5,
IC_T90_92,Interchange,I-80,92,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.7308827264111&lon=-85.97359572072938&zoom=5,
IC_I80_96,Interchange,I-80,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73034334436371&lon=-85.88477435339517&zoom=5,
IC_T90_96,Interchange,I-80,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73034334436371&lon=-85.88477435339517&zoom=5,
IC_I80_101,Interchange,I-80,101,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73455489696097&lon=-85.80036905500515&zoom=5,
IC_I80_107,Interchange,I-80,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74710732448659&lon=-85.68012088936334&zoom=5,
IC_T90_107,Interchange,I-80,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74710732448659&lon=-85.68012088936334&zoom=5,
RA_I80_108,Rest Area,I-80,108,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74869540996327&lon=-85.66582792486003&zoom=5,
IC_I80_121,Interchange,I-80,121,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.7537647748236&lon=-85.42687888540175&zoom=5,
TP_I80_125,Travel Plaza,I-80,125,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74606972970808&lon=-85.32967743228315&zoom=5,
IC_I80_144,Interchange,I-80,144,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73553691382452&lon=-85.00017841774138&zoom=5,
SA_I80_145,Travel Plaza,I-80,145,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.725678393011925&lon=-84.96675685260841&zoom=5,
IC_I865_0,Interchange,I-865,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.931092906869125&lon=-86.33909217486136&zoom=5,
IC_I865_5,Interchange,I-865,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.93002654937855&lon=-86.26800603265328&zoom=5,
IC_I90_0,Interchange,I-90,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69858159645168&lon=-87.52011764978256&zoom=5,
IC_I90_3,Interchange,I-90,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65627306976592&lon=-87.5159413740407&zoom=5,
IC_I90_5,Interchange,I-90,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.63926253338422&lon=-87.50625232778509&zoom=5,
IC_I90_10,Interchange,I-90,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.610388745713934&lon=-87.43260231169472&zoom=5,
IC_I90_17,Interchange,I-90,17,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.587464879773115&lon=-87.30227326134107&zoom=5,
IC_I90_21,Interchange,I-90,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.59294203880114&lon=-87.2334296439205&zoom=5,
SA_I90_22,Travel Plaza,I-90,22,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.587692909096546&lon=-87.21687507733766&zoom=5,
IC_I90_23,Interchange,I-90,23,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58017439315086&lon=-87.18313496265074&zoom=5,
IC_I90_31,Interchange,I-90,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57322358083263&lon=-87.04580541014398&zoom=5,
MA_I90_37,Rest Area,I-90,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.586060389453955&lon=-86.92626342919532&zoom=5,
SA_I90_56,Travel Plaza,I-90,56,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.706312221035674&lon=-86.62222683538246&zoom=5,
IC_I90_72,Interchange,I-90,72,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73027521657553&lon=-86.339516370514&zoom=5,
IC_I90_77,Interchange,I-90,77,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.72246828453099&lon=-86.25042324423913&zoom=5,
IC_I90_83,Interchange,I-90,83,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73018712691216&lon=-86.14467703137929&zoom=5,
SA_I90_90,Travel Plaza,I-90,90,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.732152259690764&lon=-86.00501940574235&zoom=5,
IC_I90_101,Interchange,I-90,101,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73455489696097&lon=-85.80036905500515&zoom=5,
RA_I90_108,Rest Area,I-90,108,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74869540996327&lon=-85.66582792486003&zoom=5,
IC_I90_121,Interchange,I-90,121,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.75377998753757&lon=-85.42687919742835&zoom=5,
TP_I90_125,Travel Plaza,I-90,125,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.74606972970808&lon=-85.32967743228315&zoom=5,
IC_I90_144,Interchange,I-90,144,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73553691382452&lon=-85.00017841774138&zoom=5,
IC_I90_14_A,Interchange,I-90,14 A,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.608836124365375&lon=-87.35238393025315&zoom=5,
IC_I90_14_B,Interchange,I-90,14 B,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60518622081704&lon=-87.33671466898936&zoom=5,
IC_I94_1,Interchange,I-94,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57395085012168&lon=-87.50911026057676&zoom=5,
IC_I94_2,Interchange,I-94,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57408969106401&lon=-87.4799712216809&zoom=5,
IC_I94_3,Interchange,I-94,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.574003260342195&lon=-87.46152566916435&zoom=5,
IC_I94_5,Interchange,I-94,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56995783418727&lon=-87.43235287656152&zoom=5,
IC_I94_6,Interchange,I-94,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56977459993662&lon=-87.40326141650489&zoom=5,
IC_I94_9,Interchange,I-94,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.56893756012218&lon=-87.35607995155239&zoom=5,
IC_I94_10,Interchange,I-94,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.567365734727275&lon=-87.3366601018535&zoom=5,
IC_I94_11,Interchange,I-94,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.5671401213046&lon=-87.31811447270826&zoom=5,
IC_I94_12,Interchange,I-94,12,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.568866061469166&lon=-87.30081634466825&zoom=5,
IC_I94_13,Interchange,I-94,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57217439400127&lon=-87.28370112994587&zoom=5,
IC_I94_15,Interchange,I-94,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58297386016016&lon=-87.24036268124979&zoom=5,
IC_I94_16,Interchange,I-94,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.5858572944377&lon=-87.23135685689532&zoom=5,
IC_I94_19,Interchange,I-94,19,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60190660024189&lon=-87.17411519442605&zoom=5,
IC_I94_22,Interchange,I-94,22,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.60707952008218&lon=-87.10820544772032&zoom=5,
IC_I94_26,Interchange,I-94,26,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62451900855315&lon=-87.04557279699223&zoom=5,
WS_I94_29,Weigh Station,I-94,29,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.641061803624936&lon=-86.99727647969489&zoom=5,
IC_I94_34,Interchange,I-94,34,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65813702608116&lon=-86.89416921392697&zoom=5,
IC_I94_40,Interchange,I-94,40,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69378293129815&lon=-86.8103216563262&zoom=5,
RA_I94_43,Rest Area,I-94,43,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.734580780960535&lon=-86.79102485202363&zoom=5,
IC_S1_16,Interchange,IN-1,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.27842150556749&lon=-84.96043815119226&zoom=5,
IC_S1_61,Interchange,IN-1,61,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.85291929185368&lon=-85.14445013525895&zoom=5,
IC_S1_139,Interchange,IN-1,139,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.95444709972883&lon=-85.16756984592746&zoom=5,
IC_S1_159,Interchange,IN-1,159,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.178912238647065&lon=-85.10331321180804&zoom=5,
IC_S10_13,Interchange,IN-10,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.144474968901804&lon=-87.26566139912406&zoom=5,
IC_S101_17,Interchange,IN-101,17,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.280350122970646&lon=-85.10051077410257&zoom=5,
IC_S101_64,Interchange,IN-101,64,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.14430052525503&lon=-84.84839341375525&zoom=5,
IC_S109_3,Interchange,IN-109,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.84015830946768&lon=-85.55475979320946&zoom=5,
IC_S109_21,Interchange,IN-109,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.053141358507396&lon=-85.6527903187392&zoom=5,
IC_S11_43,Interchange,IN-11,43,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.02690493921848&lon=-85.88955609666874&zoom=5,
IC_S114_16,Interchange,IN-114,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.94074190748388&lon=-87.22075149011404&zoom=5,
IC_S127_5,Interchange,IN-127,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.70634898228006&lon=-85.00469954178539&zoom=5,
IC_S13_5,Interchange,IN-13,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.993673404281644&lon=-85.8431666337582&zoom=5,
IC_S135_16,Interchange,IN-135,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.23943609748167&lon=-86.12694381917353&zoom=5,
IC_S14_9,Interchange,IN-14,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.01295793183297&lon=-87.27062706796832&zoom=5,
IC_S14_120,Interchange,IN-14,120,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.074438110365634&lon=-85.2281938700192&zoom=5,
IC_S144_7,Interchange,IN-144,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.56563628099839&lon=-86.2468538983279&zoom=5,
IC_S145_18,Interchange,IN-145,18,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.22497091655655&lon=-86.70001503623433&zoom=5,
IC_S15_59,Interchange,IN-15,59,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.266452948350654&lon=-85.85260866014332&zoom=5,
IC_S152_0,Interchange,IN-152,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57408969106401&lon=-87.4799712216809&zoom=5,
IC_S160_17,Interchange,IN-160,17,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.54031212048121&lon=-85.77748179978929&zoom=5,
IC_S161_31,Interchange,IN-161,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.19751730142714&lon=-87.03558138122538&zoom=5,
IC_S162_3,Interchange,IN-162,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.118272001609974&lon=-86.9778757644773&zoom=5,
IC_S162_13,Interchange,IN-162,13,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.2057597049916&lon=-86.86589786333788&zoom=5,
IC_S165_6,Interchange,IN-165,6,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.183899711608696&lon=-87.781067720465&zoom=5,
IC_S168_15,Interchange,IN-168,15,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.25237671742257&lon=-87.43347399476643&zoom=5,
IC_S17_50,Interchange,IN-17,50,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.36200980561776&lon=-86.31189717854002&zoom=5,
IC_S18_29,Interchange,IN-18,29,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.60547303299871&lon=-86.97936105660426&zoom=5,
IC_S18_110,Interchange,IN-18,110,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.55342918483318&lon=-85.55071019563846&zoom=5,
IC_S19_112,Interchange,IN-19,112,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.631307523210616&lon=-86.0026814506906&zoom=5,
IC_S2_14,Interchange,IN-2,14,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.2893233026406&lon=-87.30084635195239&zoom=5,
IC_S2_38,Interchange,IN-2,38,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.45365201860067&lon=-87.02668404697964&zoom=5,
IC_S2_39,Interchange,IN-2,39,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.4694954635219&lon=-87.02158137779148&zoom=5,
IC_S2_68,Interchange,IN-2,68,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.672860429038536&lon=-86.58898065786838&zoom=5,
IC_S2_81,Interchange,IN-2,81,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.67171282452513&lon=-86.34088887405566&zoom=5,
IC_S20_45,Interchange,IN-20,45,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69378293129815&lon=-86.8103216563262&zoom=5,
