Interchange_Name,Highway_Name,Mile_Marker,Latitude,Longitude,Permalink
IC_S32_147,IN-32,147,40.17209443412051,-84.96676801990908,https://www.waze.com/editor?env=usa&lat=40.17209443412051&lon=-84.96676801990908&zoom=5
IC_U31_166,US-31,166,40.53474778697964,-86.11291428629129,https://www.waze.com/editor?env=usa&lat=40.53474778697964&lon=-86.11291428629129&zoom=5
IC_U31_165,US-31,165,40.52009494241991,-86.09502479112523,https://www.waze.com/editor?env=usa&lat=40.52009494241991&lon=-86.09502479112523&zoom=5
IC_U31_161,US-31,161,40.46284556873699,-86.08065089530635,https://www.waze.com/editor?env=usa&lat=40.46284556873699&lon=-86.08065089530635&zoom=5
IC_U31_132,US-31,132,40.04258951478176,-86.13586459746543,https://www.waze.com/editor?env=usa&lat=40.04258951478176&lon=-86.13586459746543&zoom=5
IC_U31_136,US-31,136,40.09427929120148,-86.12782557534081,https://www.waze.com/editor?env=usa&lat=40.09427929120148&lon=-86.12782557534081&zoom=5
IC_U31_254,US-31,254,41.70584991872402,-86.33993966895804,https://www.waze.com/editor?env=usa&lat=41.70584991872402&lon=-86.33993966895804&zoom=5
IC_U33_19,US-33,19,41.12654435071025,-85.19672112194752,https://www.waze.com/editor?env=usa&lat=41.12654435071025&lon=-85.19672112194752&zoom=5
IC_U33_95,US-33,95,41.65183920702688,-85.94099361058127,https://www.waze.com/editor?env=usa&lat=41.65183920702688&lon=-85.94099361058127&zoom=5
IC_U31_131,US-31,131,40.021843567731565,-86.13156796493834,https://www.waze.com/editor?env=usa&lat=40.021843567731565&lon=-86.13156796493834&zoom=5
IC_U31_134,US-31,134,40.06483611848031,-86.1276704837492,https://www.waze.com/editor?env=usa&lat=40.06483611848031&lon=-86.1276704837492&zoom=5
IC_U31_148,US-31,148,40.27503534520758,-86.12692303780975,https://www.waze.com/editor?env=usa&lat=40.27503534520758&lon=-86.12692303780975&zoom=5
IC_U31_227,US-31,227,41.37671528308433,-86.28197455741052,https://www.waze.com/editor?env=usa&lat=41.37671528308433&lon=-86.28197455741052&zoom=5
IC_U31_245,US-31,245,41.608385667212794,-86.25679672827226,https://www.waze.com/editor?env=usa&lat=41.608385667212794&lon=-86.25679672827226&zoom=5
IC_U31_232,US-31,232,41.44977613867018,-86.29226160116878,https://www.waze.com/editor?env=usa&lat=41.44977613867018&lon=-86.29226160116878&zoom=5
IC_U31_239,US-31,239,41.53537559270575,-86.24974214888778,https://www.waze.com/editor?env=usa&lat=41.53537559270575&lon=-86.24974214888778&zoom=5
IC_U35_7,US-35,7,39.86732392750837,-84.92618342044867,https://www.waze.com/editor?env=usa&lat=39.86732392750837&lon=-84.92618342044867&zoom=5
IC_U35_41,US-35,41,40.16034228688191,-85.3532438462486,https://www.waze.com/editor?env=usa&lat=40.16034228688191&lon=-85.3532438462486&zoom=5
IC_S32_42,IN-32,42,40.047024289625156,-86.81221935150232,https://www.waze.com/editor?env=usa&lat=40.047024289625156&lon=-86.81221935150232&zoom=5
IC_S32_59,IN-32,59,40.04649922626386,-86.48905175728675,https://www.waze.com/editor?env=usa&lat=40.04649922626386&lon=-86.48905175728675&zoom=5
IC_S32_112,IN-32,112,40.11380332337583,-85.56866823998695,https://www.waze.com/editor?env=usa&lat=40.11380332337583&lon=-85.56866823998695&zoom=5
IC_S32_78,IN-32,78,40.04258951478176,-86.13586459746543,https://www.waze.com/editor?env=usa&lat=40.04258951478176&lon=-86.13586459746543&zoom=5
IC_U35_74,US-35,74,40.480503881991794,-85.54894255196685,https://www.waze.com/editor?env=usa&lat=40.480503881991794&lon=-85.54894255196685&zoom=5
IC_U31_137,US-31,137,40.13080610680621,-86.12800310182939,https://www.waze.com/editor?env=usa&lat=40.13080610680621&lon=-86.12800310182939&zoom=5
IC_U31_250,US-31,250,41.65358122828122,-86.3219401219168,https://www.waze.com/editor?env=usa&lat=41.65358122828122&lon=-86.3219401219168&zoom=5
IC_U52_169,US-52,169,39.27910265634291,-84.86135038853205,https://www.waze.com/editor?env=usa&lat=39.27910265634291&lon=-84.86135038853205&zoom=5
IC_I64_86,I-64,86,38.2413345053532,-86.4682348630039,https://www.waze.com/editor?env=usa&lat=38.2413345053532&lon=-86.4682348630039&zoom=5
IC_U41_276,US-41,276,41.65692301173974,-87.50864759333422,https://www.waze.com/editor?env=usa&lat=41.65692301173974&lon=-87.50864759333422&zoom=5
IC_U41_31,US-41,31,38.35545262429141,-87.59828506526425,https://www.waze.com/editor?env=usa&lat=38.35545262429141&lon=-87.59828506526425&zoom=5
IC_I65_97,I-65,97,39.58761588986764,-86.06331675080669,https://www.waze.com/editor?env=usa&lat=39.58761588986764&lon=-86.06331675080669&zoom=5
IC_S49_33,IN-49,33,41.492769961185,-87.02128211264889,https://www.waze.com/editor?env=usa&lat=41.492769961185&lon=-87.02128211264889&zoom=5
IC_S63_55,IN-63,55,39.79352752336748,-87.40861523307187,https://www.waze.com/editor?env=usa&lat=39.79352752336748&lon=-87.40861523307187&zoom=5
IC_U40_84,US-40,84,39.772760957800045,-86.0304392987594,https://www.waze.com/editor?env=usa&lat=39.772760957800045&lon=-86.0304392987594&zoom=5
IC_I64_4,I-64,4,38.19745001222122,-87.9168248477153,https://www.waze.com/editor?env=usa&lat=38.19745001222122&lon=-87.9168248477153&zoom=5
IC_I65_110_A,I-65_110,A,39.751854094905774,-86.14413146597819,https://www.waze.com/editor?env=usa&lat=39.751854094905774&lon=-86.14413146597819&zoom=5
IC_I65_5,I-65,5,38.32947400600124,-85.75407407170316,https://www.waze.com/editor?env=usa&lat=38.32947400600124&lon=-85.75407407170316&zoom=5
IC_I65_2,I-65,2,38.29480846553849,-85.75706168944288,https://www.waze.com/editor?env=usa&lat=38.29480846553849&lon=-85.75706168944288&zoom=5
IC_U40_71,US-40,71,39.748422481509934,-86.26444813645347,https://www.waze.com/editor?env=usa&lat=39.748422481509934&lon=-86.26444813645347&zoom=5
IC_U41_5,US-41,5,37.99904858341281,-87.53761425176762,https://www.waze.com/editor?env=usa&lat=37.99904858341281&lon=-87.53761425176762&zoom=5
RA_I65_22,N/A,N/A,38.585793770639796,-85.77859545269538,https://www.waze.com/editor?env=usa&lat=38.585793770639796&lon=-85.77859545269538&zoom=5
IC_U41_273,US-41,273,41.61458367462857,-87.50886992913222,https://www.waze.com/editor?env=usa&lat=41.61458367462857&lon=-87.50886992913222&zoom=5
IC_I64_92,I-64,92,38.242410781280306,-86.35979054782061,https://www.waze.com/editor?env=usa&lat=38.242410781280306&lon=-86.35979054782061&zoom=5
RA_I65_71,N/A,N/A,39.26056530529608,-85.95354450348478,https://www.waze.com/editor?env=usa&lat=39.26056530529608&lon=-85.95354450348478&zoom=5
IC_I65_117,I-65,117,39.81176772693526,-86.17477785428329,https://www.waze.com/editor?env=usa&lat=39.81176772693526&lon=-86.17477785428329&zoom=5
IC_U41_52,US-41,52,38.648255401844445,-87.52761177702175,https://www.waze.com/editor?env=usa&lat=38.648255401844445&lon=-87.52761177702175&zoom=5
IC_I65_138,I-65,138,40.027489900365474,-86.4508716616301,https://www.waze.com/editor?env=usa&lat=40.027489900365474&lon=-86.4508716616301&zoom=5
IC_S49_31,IN-49,31,41.4694954635219,-87.02158137779148,https://www.waze.com/editor?env=usa&lat=41.4694954635219&lon=-87.02158137779148&zoom=5
IC_S49_30,IN-49,30,41.45365201860067,-87.02668404697964,https://www.waze.com/editor?env=usa&lat=41.45365201860067&lon=-87.02668404697964&zoom=5
IC_U36_108,US-36,108,40.004467040893466,-85.3777984920355,https://www.waze.com/editor?env=usa&lat=40.004467040893466&lon=-85.3777984920355&zoom=5
IC_S49_44,IN-49,44,41.643658398198966,-87.06255443816359,https://www.waze.com/editor?env=usa&lat=41.643658398198966&lon=-87.06255443816359&zoom=5
IC_S49_43,IN-49,43,41.635347267890815,-87.05867811398097,https://www.waze.com/editor?env=usa&lat=41.635347267890815&lon=-87.05867811398097&zoom=5
IC_S49_37,IN-49,37,41.54991125375908,-87.04625614731349,https://www.waze.com/editor?env=usa&lat=41.54991125375908&lon=-87.04625614731349&zoom=5
IC_U50_65,US-50,65,38.82877612949995,-86.50565545807426,https://www.waze.com/editor?env=usa&lat=38.82877612949995&lon=-86.50565545807426&zoom=5
IC_S59_46,IN-59,46,39.449235956470616,-87.12638397612159,https://www.waze.com/editor?env=usa&lat=39.449235956470616&lon=-87.12638397612159&zoom=5
IC_S37_169,IN-37,169,39.97154832887907,-86.00359418474811,https://www.waze.com/editor?env=usa&lat=39.97154832887907&lon=-86.00359418474811&zoom=5
IC_S46_52,IN-46,52,39.18705944181346,-86.55504428445231,https://www.waze.com/editor?env=usa&lat=39.18705944181346&lon=-86.55504428445231&zoom=5
IC_S46_4,IN-46,4,39.41316111632866,-87.33544444787663,https://www.waze.com/editor?env=usa&lat=39.41316111632866&lon=-87.33544444787663&zoom=5
IC_I64_118,I-64,118,38.28716909038257,-85.91189255142797,https://www.waze.com/editor?env=usa&lat=38.28716909038257&lon=-85.91189255142797&zoom=5
IC_S64_76,IN-64,76,38.3416365887908,-86.46701969253994,https://www.waze.com/editor?env=usa&lat=38.3416365887908&lon=-86.46701969253994&zoom=5
IC_S62_137,IN-62,137,38.28716909038257,-85.91189255142797,https://www.waze.com/editor?env=usa&lat=38.28716909038257&lon=-85.91189255142797&zoom=5
IC_S58_122,IN-58,122,39.13412716632651,-85.95785187499429,https://www.waze.com/editor?env=usa&lat=39.13412716632651&lon=-85.95785187499429&zoom=5
IC_S64_107,IN-64,107,38.28716909038257,-85.91189255142797,https://www.waze.com/editor?env=usa&lat=38.28716909038257&lon=-85.91189255142797&zoom=5
IC_S37_90,IN-37,90,39.02004067904478,-86.53632732669502,https://www.waze.com/editor?env=usa&lat=39.02004067904478&lon=-86.53632732669502&zoom=5
IC_S62_27,IN-62,27,37.97689657167811,-87.55666763009951,https://www.waze.com/editor?env=usa&lat=37.97689657167811&lon=-87.55666763009951&zoom=5
IC_S62_27,IN-62,27,37.97696116155754,-87.5438236538899,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5
IC_S37_99 FMR,IN-37,99 FMR,39.14750507879118,-86.57295901262557,https://www.waze.com/editor?env=usa&lat=39.14750507879118&lon=-86.57295901262557&zoom=5
IC_S37_101 FMR,IN-37,101 FMR,39.16452646434572,-86.57302655414759,https://www.waze.com/editor?env=usa&lat=39.16452646434572&lon=-86.57302655414759&zoom=5
RA_I64_7,N/A,N/A,38.195731010439516,-87.85907360228249,https://www.waze.com/editor?env=usa&lat=38.195731010439516&lon=-87.85907360228249&zoom=5
IC_S46_89,IN-46,89,39.20027921012809,-85.9579102731161,https://www.waze.com/editor?env=usa&lat=39.20027921012809&lon=-85.9579102731161&zoom=5
IC_U41_54,US-41,54,38.66175872643285,-87.50926749736867,https://www.waze.com/editor?env=usa&lat=38.66175872643285&lon=-87.50926749736867&zoom=5
IC_I64_113,I-64,113,38.2642136177288,-86.0018158341467,https://www.waze.com/editor?env=usa&lat=38.2642136177288&lon=-86.0018158341467&zoom=5
IC_S63_80,IN-63,80,40.14188910234395,-87.4466986821095,https://www.waze.com/editor?env=usa&lat=40.14188910234395&lon=-87.4466986821095&zoom=5
IC_I64_105,I-64,105,38.23943609748167,-86.12694381917353,https://www.waze.com/editor?env=usa&lat=38.23943609748167&lon=-86.12694381917353&zoom=5
IC_I64_123,I-64,123,38.28424571719644,-85.82818534146676,https://www.waze.com/editor?env=usa&lat=38.28424571719644&lon=-85.82818534146676&zoom=5
IC_S37_221,IN-37,221,41.133501998811376,-85.00731547365855,https://www.waze.com/editor?env=usa&lat=41.133501998811376&lon=-85.00731547365855&zoom=5
IC_I64_119,I-64,119,38.303148183932784,-85.89024280531436,https://www.waze.com/editor?env=usa&lat=38.303148183932784&lon=-85.89024280531436&zoom=5
IC_U41_269,US-41,269,41.57408969106401,-87.4799712216809,https://www.waze.com/editor?env=usa&lat=41.57408969106401&lon=-87.4799712216809&zoom=5
IC_I65_130,I-65,130,39.94730634383625,-86.353640706656,https://www.waze.com/editor?env=usa&lat=39.94730634383625&lon=-86.353640706656&zoom=5
WS_I65_51,N/A,N/A,38.977875188652725,-85.84346521605777,https://www.waze.com/editor?env=usa&lat=38.977875188652725&lon=-85.84346521605777&zoom=5
RA_I64_59,N/A,N/A,38.19534994852511,-86.95014442538526,https://www.waze.com/editor?env=usa&lat=38.19534994852511&lon=-86.95014442538526&zoom=5
IC_I64_12,I-64,12,38.183899711608696,-87.781067720465,https://www.waze.com/editor?env=usa&lat=38.183899711608696&lon=-87.781067720465&zoom=5
IC_I64_54,I-64,54,38.19751730142714,-87.03558138122538,https://www.waze.com/editor?env=usa&lat=38.19751730142714&lon=-87.03558138122538&zoom=5
RA_65_73,N/A,N/A,39.27721469559795,-85.9561942384359,https://www.waze.com/editor?env=usa&lat=39.27721469559795&lon=-85.9561942384359&zoom=5
IC_I64_63,I-64,63,38.2057597049916,-86.86589786333788,https://www.waze.com/editor?env=usa&lat=38.2057597049916&lon=-86.86589786333788&zoom=5
IC_I64_79,I-64,79,38.225978968550095,-86.59153289510209,https://www.waze.com/editor?env=usa&lat=38.225978968550095&lon=-86.59153289510209&zoom=5
IC_S37_22,IN-37,22,38.225978968550095,-86.59153289510209,https://www.waze.com/editor?env=usa&lat=38.225978968550095&lon=-86.59153289510209&zoom=5
IC_I65_124,I-65,124,39.88010683065118,-86.2922835088424,https://www.waze.com/editor?env=usa&lat=39.88010683065118&lon=-86.2922835088424&zoom=5
IC_I65_129,I-65,129,39.931092906869125,-86.33909217486136,https://www.waze.com/editor?env=usa&lat=39.931092906869125&lon=-86.33909217486136&zoom=5
IC_I65_116,I-65,116,39.81012974653301,-86.16718652889739,https://www.waze.com/editor?env=usa&lat=39.81012974653301&lon=-86.16718652889739&zoom=5
IC_I65_133,I-65,133,39.9811133147922,-86.39518421194363,https://www.waze.com/editor?env=usa&lat=39.9811133147922&lon=-86.39518421194363&zoom=5
IC_I65_115,I-65,115,39.794975858306195,-86.16460263095313,https://www.waze.com/editor?env=usa&lat=39.794975858306195&lon=-86.16460263095313&zoom=5
IC_I65_114,I-65,114,39.78378598768534,-86.16610213185034,https://www.waze.com/editor?env=usa&lat=39.78378598768534&lon=-86.16610213185034&zoom=5
IC_I65_139,I-65,139,40.03388612602573,-86.47099586028705,https://www.waze.com/editor?env=usa&lat=40.03388612602573&lon=-86.47099586028705&zoom=5
IC_S39_63,IN-39,63,40.03388612602573,-86.47099586028705,https://www.waze.com/editor?env=usa&lat=40.03388612602573&lon=-86.47099586028705&zoom=5
IC_I65_140,I-65,140,40.04649922626386,-86.48905175728675,https://www.waze.com/editor?env=usa&lat=40.04649922626386&lon=-86.48905175728675&zoom=5
IC_I65_121,I-65,121,39.84156022063976,-86.25188178946483,https://www.waze.com/editor?env=usa&lat=39.84156022063976&lon=-86.25188178946483&zoom=5
IC_S56_117,IN-56,117,38.68543853889684,-85.78793074730652,https://www.waze.com/editor?env=usa&lat=38.68543853889684&lon=-85.78793074730652&zoom=5
IC_I65_95,I-65,95,39.55064887119467,-86.04108308358092,https://www.waze.com/editor?env=usa&lat=39.55064887119467&lon=-86.04108308358092&zoom=5
IC_I65_64,I-65,64,39.13412716633976,-85.95785187647506,https://www.waze.com/editor?env=usa&lat=39.13412716633976&lon=-85.95785187647506&zoom=5
IC_I65_4,I-65,4,38.31917117556077,-85.75294884019513,https://www.waze.com/editor?env=usa&lat=38.31917117556077&lon=-85.75294884019513&zoom=5
IC_I64_74,I-64,74,38.22497091655655,-86.70001503623433,https://www.waze.com/editor?env=usa&lat=38.22497091655655&lon=-86.70001503623433&zoom=5
IC_I65_16,I-65,16,38.490225973752324,-85.77150711031308,https://www.waze.com/editor?env=usa&lat=38.490225973752324&lon=-85.77150711031308&zoom=5
IC_I65_19,I-65,19,38.54031212048121,-85.77748179978929,https://www.waze.com/editor?env=usa&lat=38.54031212048121&lon=-85.77748179978929&zoom=5
IC_S60_60,IN-60,60,38.37038828262785,-85.75570640191019,https://www.waze.com/editor?env=usa&lat=38.37038828262785&lon=-85.75570640191019&zoom=5
IC_I65_90,I-65,90,39.48316384866373,-86.01372266010442,https://www.waze.com/editor?env=usa&lat=39.48316384866373&lon=-86.01372266010442&zoom=5
IC_I65_80,I-65,80,39.36218485145043,-85.94229986627,https://www.waze.com/editor?env=usa&lat=39.36218485145043&lon=-85.94229986627&zoom=5
IC_I65_55,I-65,55,39.02690493921848,-85.88955609666874,https://www.waze.com/editor?env=usa&lat=39.02690493921848&lon=-85.88955609666874&zoom=5
IC_I65_101,I-65,101,39.636572879481044,-86.07408933941078,https://www.waze.com/editor?env=usa&lat=39.636572879481044&lon=-86.07408933941078&zoom=5
IC_S44_23,IN-44,23,39.48316384866373,-86.01372266010442,https://www.waze.com/editor?env=usa&lat=39.48316384866373&lon=-86.01372266010442&zoom=5
IC_I65_68,I-65,68,39.20027921012809,-85.9579102731161,https://www.waze.com/editor?env=usa&lat=39.20027921012809&lon=-85.9579102731161&zoom=5
IC_I65_99,I-65,99,39.61451426903148,-86.0736672611574,https://www.waze.com/editor?env=usa&lat=39.61451426903148&lon=-86.0736672611574&zoom=5
IC_I65_29,I-65,29,38.68543853889684,-85.78793074730652,https://www.waze.com/editor?env=usa&lat=38.68543853889684&lon=-85.78793074730652&zoom=5
IC_I65_9,I-65,9,38.39401641175037,-85.76244225239228,https://www.waze.com/editor?env=usa&lat=38.39401641175037&lon=-85.76244225239228&zoom=5
IC_I65_7,I-65,7,38.37038828262785,-85.75570640191019,https://www.waze.com/editor?env=usa&lat=38.37038828262785&lon=-85.75570640191019&zoom=5
IC_I65_41,I-65,41,38.8432178268986,-85.81506343901859,https://www.waze.com/editor?env=usa&lat=38.8432178268986&lon=-85.81506343901859&zoom=5
IC_I65_103,I-65,103,39.66570152324523,-86.08955517585512,https://www.waze.com/editor?env=usa&lat=39.66570152324523&lon=-86.08955517585512&zoom=5
IC_I65_36,I-65,36,38.78038713588631,-85.82937579364403,https://www.waze.com/editor?env=usa&lat=38.78038713588631&lon=-85.82937579364403&zoom=5
IC_I65_106,I-65,106,39.703887569879164,-86.10823675118408,https://www.waze.com/editor?env=usa&lat=39.703887569879164&lon=-86.10823675118408&zoom=5
IC_U50_105,US-50,105,38.95810273376432,-85.84331634387763,https://www.waze.com/editor?env=usa&lat=38.95810273376432&lon=-85.84331634387763&zoom=5
IC_I65_107,I-65,107,39.7158442540851,-86.12062921706864,https://www.waze.com/editor?env=usa&lat=39.7158442540851&lon=-86.12062921706864&zoom=5
IC_I65_113,I-65,113,39.78282706076648,-86.15575412738022,https://www.waze.com/editor?env=usa&lat=39.78282706076648&lon=-86.15575412738022&zoom=5
IC_I65_109,I-65,109,39.737518506844886,-86.13721402851617,https://www.waze.com/editor?env=usa&lat=39.737518506844886&lon=-86.13721402851617&zoom=5
IC_I65_112,I-65,112,39.78347351281574,-86.14186605974433,https://www.waze.com/editor?env=usa&lat=39.78347351281574&lon=-86.14186605974433&zoom=5
IC_I65_111,I-65,111,39.76689617960143,-86.14284491532774,https://www.waze.com/editor?env=usa&lat=39.76689617960143&lon=-86.14284491532774&zoom=5
IC_I65_141,I-65,141,40.072976982333074,-86.49821851751234,https://www.waze.com/editor?env=usa&lat=40.072976982333074&lon=-86.49821851751234&zoom=5
IC_S38_4,IN-38,4,40.37392549333996,-86.78379833818856,https://www.waze.com/editor?env=usa&lat=40.37392549333996&lon=-86.78379833818856&zoom=5
IC_S43_29,IN-43,29,40.49692550132294,-86.86833883527392,https://www.waze.com/editor?env=usa&lat=40.49692550132294&lon=-86.86833883527392&zoom=5
IC_U24_21,US-24,21,40.76572618920557,-87.11946557486871,https://www.waze.com/editor?env=usa&lat=40.76572618920557&lon=-87.11946557486871&zoom=5
IC_S64_21,IN-64,21,38.32670022646555,-87.3965098137649,https://www.waze.com/editor?env=usa&lat=38.32670022646555&lon=-87.3965098137649&zoom=5
IC_S56_21,IN-56,21,38.47377745663846,-87.2682423757972,https://www.waze.com/editor?env=usa&lat=38.47377745663846&lon=-87.2682423757972&zoom=5
IC_S62_32,IN-62,32,37.99663794672426,-87.46570813560923,https://www.waze.com/editor?env=usa&lat=37.99663794672426&lon=-87.46570813560923&zoom=5
IC_S45_19,IN-45,19,38.97421182926915,-86.7373594775809,https://www.waze.com/editor?env=usa&lat=38.97421182926915&lon=-86.7373594775809&zoom=5
IC_S58_40,IN-58,40,38.84571195049072,-87.070236293869,https://www.waze.com/editor?env=usa&lat=38.84571195049072&lon=-87.070236293869&zoom=5
IC_U50_24,US-50,24,38.65584541944327,-87.12020106808998,https://www.waze.com/editor?env=usa&lat=38.65584541944327&lon=-87.12020106808998&zoom=5
IC_S37_106 FMR,IN-37,106 FMR,39.23382197123725,-86.54121592948893,https://www.waze.com/editor?env=usa&lat=39.23382197123725&lon=-86.54121592948893&zoom=5
IC_S39_31,IN-39,31,39.61336891262239,-86.4800059349946,https://www.waze.com/editor?env=usa&lat=39.61336891262239&lon=-86.4800059349946&zoom=5
IC_S39_52,IN-39,52,39.8912152535118,-86.53851346483266,https://www.waze.com/editor?env=usa&lat=39.8912152535118&lon=-86.53851346483266&zoom=5
IC_U36_68,US-36,68,39.76474468294552,-86.26661894102483,https://www.waze.com/editor?env=usa&lat=39.76474468294552&lon=-86.26661894102483&zoom=5
IC_S37_145,IN-37,145,39.6958152731797,-86.18652848250551,https://www.waze.com/editor?env=usa&lat=39.6958152731797&lon=-86.18652848250551&zoom=5
IC_I64_121,I-64,121,38.301935602829026,-85.85138295340714,https://www.waze.com/editor?env=usa&lat=38.301935602829026&lon=-85.85138295340714&zoom=5
IC_I65_6,I-65,6,38.34564920571738,-85.75404300324625,https://www.waze.com/editor?env=usa&lat=38.34564920571738&lon=-85.75404300324625&zoom=5
IC_I65_123,I-65,123,39.863713506412346,-86.27425443354375,https://www.waze.com/editor?env=usa&lat=39.863713506412346&lon=-86.27425443354375&zoom=5
IC_S62_24,IN-62,24,37.97803480699048,-87.60976311480377,https://www.waze.com/editor?env=usa&lat=37.97803480699048&lon=-87.60976311480377&zoom=5
IC_U35_131,US-35,131,40.73860428851852,-86.3888849951856,https://www.waze.com/editor?env=usa&lat=40.73860428851852&lon=-86.3888849951856&zoom=5
IC_S62_25,IN-62,25,37.97758604418942,-87.58119288212339,https://www.waze.com/editor?env=usa&lat=37.97758604418942&lon=-87.58119288212339&zoom=5
IC_S57_8,IN-57,8,38.138501559489434,-87.4727768296229,https://www.waze.com/editor?env=usa&lat=38.138501559489434&lon=-87.4727768296229&zoom=5
IC_S48_35,IN-48,35,39.16452646434572,-86.57302655414759,https://www.waze.com/editor?env=usa&lat=39.16452646434572&lon=-86.57302655414759&zoom=5
IC_S49_42,IN-49,42,41.62451900855315,-87.04557279699223,https://www.waze.com/editor?env=usa&lat=41.62451900855315&lon=-87.04557279699223&zoom=5
IC_U41_4,US-41,4,37.97696116155754,-87.5438236538899,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5
IC_S37_102 FMR,IN-37,102 FMR,39.18705944181346,-86.55504428445231,https://www.waze.com/editor?env=usa&lat=39.18705944181346&lon=-86.55504428445231&zoom=5
IC_S37_76,IN-37,76,38.82877612949995,-86.50565545807426,https://www.waze.com/editor?env=usa&lat=38.82877612949995&lon=-86.50565545807426&zoom=5
IC_S37_170,IN-37,170,39.97886632679577,-86.003678072093,https://www.waze.com/editor?env=usa&lat=39.97886632679577&lon=-86.003678072093&zoom=5
IC_S61_20,IN-61,20,38.1934961300111,-87.29449828242588,https://www.waze.com/editor?env=usa&lat=38.1934961300111&lon=-87.29449828242588&zoom=5
IC_S37_38,IN-37,38,38.3416365887908,-86.46701969253994,https://www.waze.com/editor?env=usa&lat=38.3416365887908&lon=-86.46701969253994&zoom=5
IC_S37_172,IN-37,172,40.00084191847193,-86.00399360755169,https://www.waze.com/editor?env=usa&lat=40.00084191847193&lon=-86.00399360755169&zoom=5
IC_S62_20,IN-62,20,37.96687538587722,-87.67696517408332,https://www.waze.com/editor?env=usa&lat=37.96687538587722&lon=-87.67696517408332&zoom=5
IC_S51_9,IN-51,9,41.58297386016016,-87.24036268124979,https://www.waze.com/editor?env=usa&lat=41.58297386016016&lon=-87.24036268124979&zoom=5
IC_I64_39,I-64,39,38.1934961300111,-87.29449828242588,https://www.waze.com/editor?env=usa&lat=38.1934961300111&lon=-87.29449828242588&zoom=5
IC_S45_35,IN-45,35,39.14750507879118,-86.57295901262557,https://www.waze.com/editor?env=usa&lat=39.14750507879118&lon=-86.57295901262557&zoom=5
IC_S49_38,IN-49,38,41.57322358083202,-87.04580541167934,https://www.waze.com/editor?env=usa&lat=41.57322358083202&lon=-87.04580541167934&zoom=5
IC_S43_24 FMR,IN-43,24 FMR,40.42589407264781,-86.9019628403094,https://www.waze.com/editor?env=usa&lat=40.42589407264781&lon=-86.9019628403094&zoom=5
IC_S37_119,IN-37,119,39.40298179616362,-86.44584693775727,https://www.waze.com/editor?env=usa&lat=39.40298179616362&lon=-86.44584693775727&zoom=5
IC_S53_11,IN-53,11,41.567365734727275,-87.3366601018535,https://www.waze.com/editor?env=usa&lat=41.567365734727275&lon=-87.3366601018535&zoom=5
IC_U35_130,US-35,130,40.72776323617813,-86.3834798906793,https://www.waze.com/editor?env=usa&lat=40.72776323617813&lon=-86.3834798906793&zoom=5
IC_I65_0,I-65,0,38.27512072022523,-85.74875133093887,https://www.waze.com/editor?env=usa&lat=38.27512072022523&lon=-85.74875133093887&zoom=5
IC_U35_132,US-35,132,40.75653757491785,-86.3987336347679,https://www.waze.com/editor?env=usa&lat=40.75653757491785&lon=-86.3987336347679&zoom=5
IC_I65_76,I-65,76,39.30475950524352,-85.96225562246046,https://www.waze.com/editor?env=usa&lat=39.30475950524352&lon=-85.96225562246046&zoom=5
IC_I65_1,I-65,1,38.279423593661384,-85.74974681712635,https://www.waze.com/editor?env=usa&lat=38.279423593661384&lon=-85.74974681712635&zoom=5
IC_U35_179,US-35,179,41.39382141884087,-86.62072622656363,https://www.waze.com/editor?env=usa&lat=41.39382141884087&lon=-86.62072622656363&zoom=5
IC_U41_27,US-41,27,38.31280055357711,-87.56856978050969,https://www.waze.com/editor?env=usa&lat=38.31280055357711&lon=-87.56856978050969&zoom=5
IC_U52_43 FMR,US-52,43 FMR,40.45458222674164,-86.92912487963267,https://www.waze.com/editor?env=usa&lat=40.45458222674164&lon=-86.92912487963267&zoom=5
IC_U35_198,US-35,198,41.61336364495194,-86.72641307112796,https://www.waze.com/editor?env=usa&lat=41.61336364495194&lon=-86.72641307112796&zoom=5
IC_U41_1,US-41,1,37.939927665841424,-87.54374342900057,https://www.waze.com/editor?env=usa&lat=37.939927665841424&lon=-87.54374342900057&zoom=5
IC_U50_3,US-50,3,38.67853677943992,-87.48776405610833,https://www.waze.com/editor?env=usa&lat=38.67853677943992&lon=-87.48776405610833&zoom=5
IC_U41_55,US-41,55,38.67853677943992,-87.48776405610833,https://www.waze.com/editor?env=usa&lat=38.67853677943992&lon=-87.48776405610833&zoom=5
IC_U41_114,US-41,114,39.49280139990234,-87.41381954619452,https://www.waze.com/editor?env=usa&lat=39.49280139990234&lon=-87.41381954619452&zoom=5
IC_U41_163,US-41,163,40.124149915864955,-87.24302972219483,https://www.waze.com/editor?env=usa&lat=40.124149915864955&lon=-87.24302972219483&zoom=5
IC_S63_96,IN-63,96,40.357039109892305,-87.34932105973029,https://www.waze.com/editor?env=usa&lat=40.357039109892305&lon=-87.34932105973029&zoom=5
IC_I64_29,I-64,29,38.16956898494214,-87.46974295952673,https://www.waze.com/editor?env=usa&lat=38.16956898494214&lon=-87.46974295952673&zoom=5
